ticker,title,sector_relevance,trade_date,open_yes_price,close_yes_price,vwap_yes_price,daily_volume,n_trades,close_time,volume
538APPROVE-24OCT02-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-09-27,30,39,30.23890063424947,946.0,29,2024-10-03 11:59:00+08:00,2664
538APPROVE-24OCT02-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-09-28,37,37,38.833333333333336,264.0,5,2024-10-03 11:59:00+08:00,2664
538APPROVE-24OCT02-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-09-30,46,43,42.73762376237624,404.0,4,2024-10-03 11:59:00+08:00,2664
538APPROVE-24OCT02-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-01,48,30,34.375586854460096,213.0,7,2024-10-03 11:59:00+08:00,2664
538APPROVE-24OCT02-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-02,33,4,15.45767575322812,697.0,25,2024-10-03 11:59:00+08:00,2664
538APPROVE-24OCT02-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-03,1,1,1.0,20.0,2,2024-10-03 11:59:00+08:00,2664
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-09-26,8,9,8.935064935064934,385.0,3,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-09-27,9,33,25.819947043248014,1133.0,18,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-09-28,32,32,32.0,8.0,1,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-09-30,31,31,31.0,15.0,2,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-10-01,28,39,32.170212765957444,235.0,6,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-10-02,49,3,41.66237021124239,2793.0,98,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B41.8,Will the President's approval rating on 538 be between 41.6 and 42.0?,Election outcome (all sectors),2024-10-03,1,1,1.0,100.0,2,2024-10-03 11:59:00+08:00,4669
538APPROVE-24OCT02-B42.3,Will the President's approval rating on 538 be between 42.1 and 42.5?,Election outcome (all sectors),2024-09-26,3,3,3.0,500.0,2,2024-10-03 11:59:00+08:00,1424
538APPROVE-24OCT02-B42.3,Will the President's approval rating on 538 be between 42.1 and 42.5?,Election outcome (all sectors),2024-09-27,7,18,14.579044117647058,544.0,10,2024-10-03 11:59:00+08:00,1424
538APPROVE-24OCT02-B42.3,Will the President's approval rating on 538 be between 42.1 and 42.5?,Election outcome (all sectors),2024-09-30,13,11,12.707317073170731,205.0,2,2024-10-03 11:59:00+08:00,1424
538APPROVE-24OCT02-B42.3,Will the President's approval rating on 538 be between 42.1 and 42.5?,Election outcome (all sectors),2024-10-01,11,12,12.969696969696969,99.0,3,2024-10-03 11:59:00+08:00,1424
538APPROVE-24OCT02-B42.3,Will the President's approval rating on 538 be between 42.1 and 42.5?,Election outcome (all sectors),2024-10-02,11,2,7.381578947368421,76.0,6,2024-10-03 11:59:00+08:00,1424
538APPROVE-24OCT02-T42.5,Will the President's approval rating on 538 be above 42.5?,Election outcome (all sectors),2024-09-26,2,2,2.0,250.0,1,2024-10-03 11:59:00+08:00,1403
538APPROVE-24OCT02-T42.5,Will the President's approval rating on 538 be above 42.5?,Election outcome (all sectors),2024-09-27,2,9,9.821518987341772,790.0,11,2024-10-03 11:59:00+08:00,1403
538APPROVE-24OCT02-T42.5,Will the President's approval rating on 538 be above 42.5?,Election outcome (all sectors),2024-10-01,3,1,1.380952380952381,210.0,3,2024-10-03 11:59:00+08:00,1403
538APPROVE-24OCT02-T42.5,Will the President's approval rating on 538 be above 42.5?,Election outcome (all sectors),2024-10-02,1,1,1.0,153.0,49,2024-10-03 11:59:00+08:00,1403
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-03,5,5,5.0,250.0,1,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-04,8,8,8.0,407.0,4,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-06,8,11,8.761194029850746,335.0,2,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-07,9,19,12.370892018779342,1065.0,14,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-08,16,12,7.754901960784314,510.0,13,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-09,6,2,5.025,240.0,3,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B39.8,Will the President's approval rating on 538 be between 39.6 and 40.0?,Election outcome (all sectors),2024-10-10,1,1,1.0,8.0,1,2024-10-10 11:59:00+08:00,2815
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-03,21,22,21.09090909090909,165.0,2,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-04,23,36,29.811794228356337,797.0,11,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-06,32,38,35.27272727272727,22.0,2,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-07,34,48,38.830882352941174,680.0,21,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-08,49,44,46.61483253588517,418.0,12,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-09,42,40,35.5019305019305,259.0,10,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.3,Will the President's approval rating on 538 be between 40.1 and 40.5?,Election outcome (all sectors),2024-10-10,1,3,2.923076923076923,208.0,2,2024-10-10 11:59:00+08:00,2549
538APPROVE-24OCT09-B40.8,Will the President's approval rating on 538 be between 40.6 and 41.0?,Election outcome (all sectors),2024-10-04,30,32,31.89400921658986,434.0,7,2024-10-10 11:59:00+08:00,2386
538APPROVE-24OCT09-B40.8,Will the President's approval rating on 538 be between 40.6 and 41.0?,Election outcome (all sectors),2024-10-05,32,32,32.0,10.0,1,2024-10-10 11:59:00+08:00,2386
538APPROVE-24OCT09-B40.8,Will the President's approval rating on 538 be between 40.6 and 41.0?,Election outcome (all sectors),2024-10-07,27,21,30.770609318996417,279.0,14,2024-10-10 11:59:00+08:00,2386
538APPROVE-24OCT09-B40.8,Will the President's approval rating on 538 be between 40.6 and 41.0?,Election outcome (all sectors),2024-10-08,25,39,33.405701754385966,456.0,10,2024-10-10 11:59:00+08:00,2386
538APPROVE-24OCT09-B40.8,Will the President's approval rating on 538 be between 40.6 and 41.0?,Election outcome (all sectors),2024-10-09,43,85,62.31106870229008,524.0,15,2024-10-10 11:59:00+08:00,2386
538APPROVE-24OCT09-B40.8,Will the President's approval rating on 538 be between 40.6 and 41.0?,Election outcome (all sectors),2024-10-10,97,99,97.0307467057101,683.0,7,2024-10-10 11:59:00+08:00,2386
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-03,23,23,23.0,50.0,1,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-04,19,20,22.16258351893096,449.0,3,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-06,17,17,17.0,10.0,1,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-07,18,16,18.687872763419485,503.0,11,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-08,8,11,10.162379421221864,622.0,6,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-09,12,10,14.32,250.0,3,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT09-B41.3,Will the President's approval rating on 538 be between 41.1 and 41.5?,Election outcome (all sectors),2024-10-10,3,3,3.0285714285714285,525.0,4,2024-10-10 11:59:00+08:00,2409
538APPROVE-24OCT16-B39.6,Will the President's approval rating on 538 be between 39.4 and 39.8?,Election outcome (all sectors),2024-10-11,4,9,8.753180661577607,786.0,9,2024-10-17 11:59:00+08:00,2537
538APPROVE-24OCT16-B39.6,Will the President's approval rating on 538 be between 39.4 and 39.8?,Election outcome (all sectors),2024-10-14,13,18,13.99025974025974,308.0,4,2024-10-17 11:59:00+08:00,2537
538APPROVE-24OCT16-B39.6,Will the President's approval rating on 538 be between 39.4 and 39.8?,Election outcome (all sectors),2024-10-15,17,31,25.16148148148148,675.0,16,2024-10-17 11:59:00+08:00,2537
538APPROVE-24OCT16-B39.6,Will the President's approval rating on 538 be between 39.4 and 39.8?,Election outcome (all sectors),2024-10-16,28,9,45.84473684210526,760.0,18,2024-10-17 11:59:00+08:00,2537
538APPROVE-24OCT16-B39.6,Will the President's approval rating on 538 be between 39.4 and 39.8?,Election outcome (all sectors),2024-10-17,1,1,1.0,8.0,1,2024-10-17 11:59:00+08:00,2537
538APPROVE-24OCT16-B40.1,Will the President's approval rating on 538 be between 39.9 and 40.3?,Election outcome (all sectors),2024-10-11,24,29,29.692307692307693,325.0,5,2024-10-17 11:59:00+08:00,2583
538APPROVE-24OCT16-B40.1,Will the President's approval rating on 538 be between 39.9 and 40.3?,Election outcome (all sectors),2024-10-12,42,29,31.580645161290324,186.0,3,2024-10-17 11:59:00+08:00,2583
538APPROVE-24OCT16-B40.1,Will the President's approval rating on 538 be between 39.9 and 40.3?,Election outcome (all sectors),2024-10-13,20,39,31.43798449612403,258.0,22,2024-10-17 11:59:00+08:00,2583
538APPROVE-24OCT16-B40.1,Will the President's approval rating on 538 be between 39.9 and 40.3?,Election outcome (all sectors),2024-10-14,36,45,51.56,250.0,13,2024-10-17 11:59:00+08:00,2583
538APPROVE-24OCT16-B40.1,Will the President's approval rating on 538 be between 39.9 and 40.3?,Election outcome (all sectors),2024-10-15,45,50,52.57303370786517,801.0,25,2024-10-17 11:59:00+08:00,2583
538APPROVE-24OCT16-B40.1,Will the President's approval rating on 538 be between 39.9 and 40.3?,Election outcome (all sectors),2024-10-16,57,1,38.26867627785059,763.0,26,2024-10-17 11:59:00+08:00,2583
538APPROVE-24OCT16-B40.6,Will the President's approval rating on 538 be between 40.4 and 40.8?,Election outcome (all sectors),2024-10-11,31,31,33.70967741935484,155.0,2,2024-10-17 11:59:00+08:00,1304
538APPROVE-24OCT16-B40.6,Will the President's approval rating on 538 be between 40.4 and 40.8?,Election outcome (all sectors),2024-10-12,31,31,31.0,25.0,1,2024-10-17 11:59:00+08:00,1304
538APPROVE-24OCT16-B40.6,Will the President's approval rating on 538 be between 40.4 and 40.8?,Election outcome (all sectors),2024-10-14,35,38,36.3463687150838,179.0,5,2024-10-17 11:59:00+08:00,1304
538APPROVE-24OCT16-B40.6,Will the President's approval rating on 538 be between 40.4 and 40.8?,Election outcome (all sectors),2024-10-15,30,13,25.83273596176822,837.0,22,2024-10-17 11:59:00+08:00,1304
538APPROVE-24OCT16-B40.6,Will the President's approval rating on 538 be between 40.4 and 40.8?,Election outcome (all sectors),2024-10-16,13,1,10.083333333333334,108.0,6,2024-10-17 11:59:00+08:00,1304
538APPROVE-24OCT23-B39.7,Will the President's approval rating on 538 be between 39.5 and 39.9?,Election outcome (all sectors),2024-10-20,23,24,23.333333333333332,75.0,2,2024-10-24 11:59:00+08:00,1001
538APPROVE-24OCT23-B39.7,Will the President's approval rating on 538 be between 39.5 and 39.9?,Election outcome (all sectors),2024-10-21,24,33,31.326666666666668,450.0,11,2024-10-24 11:59:00+08:00,1001
538APPROVE-24OCT23-B39.7,Will the President's approval rating on 538 be between 39.5 and 39.9?,Election outcome (all sectors),2024-10-22,47,20,36.27220630372493,349.0,14,2024-10-24 11:59:00+08:00,1001
538APPROVE-24OCT23-B39.7,Will the President's approval rating on 538 be between 39.5 and 39.9?,Election outcome (all sectors),2024-10-23,24,88,41.04504504504504,111.0,7,2024-10-24 11:59:00+08:00,1001
538APPROVE-24OCT23-B39.7,Will the President's approval rating on 538 be between 39.5 and 39.9?,Election outcome (all sectors),2024-10-24,99,99,99.0,16.0,2,2024-10-24 11:59:00+08:00,1001
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-18,20,20,20.0,297.0,2,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-19,20,22,21.44,100.0,2,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-20,22,22,22.0,25.0,1,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-21,22,23,24.666666666666668,225.0,3,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-22,45,53,47.704887218045116,532.0,23,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-23,57,31,36.5230024213075,413.0,8,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-10-24,1,1,1.0,8.0,1,2024-10-24 11:59:00+08:00,1600
538APPROVE-24OCT23-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-10-18,14,10,12.461538461538462,65.0,2,2024-10-24 11:59:00+08:00,1399
538APPROVE-24OCT23-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-10-19,14,14,12.0,375.0,2,2024-10-24 11:59:00+08:00,1399
538APPROVE-24OCT23-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-10-21,14,14,14.0,25.0,1,2024-10-24 11:59:00+08:00,1399
538APPROVE-24OCT23-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-10-22,3,12,4.048846675712348,737.0,11,2024-10-24 11:59:00+08:00,1399
538APPROVE-24OCT23-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-10-23,1,3,2.4111675126903553,197.0,3,2024-10-24 11:59:00+08:00,1399
538APPROVE-24SEP04-T41.6,Will the President's approval rating on 538 be above 41.6?,Election outcome (all sectors),2024-08-29,5,6,5.818181818181818,55.0,2,2024-09-05 11:59:00+08:00,1471
538APPROVE-24SEP04-T41.6,Will the President's approval rating on 538 be above 41.6?,Election outcome (all sectors),2024-09-01,43,43,43.0,40.0,2,2024-09-05 11:59:00+08:00,1471
538APPROVE-24SEP04-T41.6,Will the President's approval rating on 538 be above 41.6?,Election outcome (all sectors),2024-09-02,42,59,34.220588235294116,68.0,10,2024-09-05 11:59:00+08:00,1471
538APPROVE-24SEP04-T41.6,Will the President's approval rating on 538 be above 41.6?,Election outcome (all sectors),2024-09-03,81,84,80.70291777188329,754.0,17,2024-09-05 11:59:00+08:00,1471
538APPROVE-24SEP04-T41.6,Will the President's approval rating on 538 be above 41.6?,Election outcome (all sectors),2024-09-04,80,69,76.83490566037736,424.0,25,2024-09-05 11:59:00+08:00,1471
538APPROVE-24SEP04-T41.6,Will the President's approval rating on 538 be above 41.6?,Election outcome (all sectors),2024-09-05,69,1,47.3,130.0,4,2024-09-05 11:59:00+08:00,1471
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-06,11,11,10.925925925925926,270.0,2,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-07,17,17,15.5,60.0,3,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-08,25,29,26.055555555555557,90.0,6,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-09,29,27,24.436548223350254,394.0,10,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-10,28,19,19.1878453038674,724.0,27,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-11,28,1,22.795238095238094,210.0,6,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.2,Will the President's approval rating on 538 be between 40.0 and 40.4?,Election outcome (all sectors),2024-09-12,50,1,39.111111111111114,18.0,3,2024-09-12 11:59:00+08:00,1766
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-05,19,19,19.0,49.0,1,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-06,19,23,23.148706896551722,464.0,8,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-07,24,24,24.0,100.0,1,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-08,31,31,31.0,10.0,1,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-09,39,44,39.456338028169014,355.0,7,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-10,44,49,51.74728682170543,645.0,25,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-11,50,89,65.43895348837209,688.0,35,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B40.7,Will the President's approval rating on 538 be between 40.5 and 40.9?,Election outcome (all sectors),2024-09-12,89,99,91.64179104477611,67.0,6,2024-09-12 11:59:00+08:00,2378
538APPROVE-24SEP11-B41.2,Will the President's approval rating on 538 be between 41.0 and 41.4?,Election outcome (all sectors),2024-09-05,26,26,26.0,36.0,1,2024-09-12 11:59:00+08:00,1186
538APPROVE-24SEP11-B41.2,Will the President's approval rating on 538 be between 41.0 and 41.4?,Election outcome (all sectors),2024-09-07,27,27,26.806451612903224,155.0,2,2024-09-12 11:59:00+08:00,1186
538APPROVE-24SEP11-B41.2,Will the President's approval rating on 538 be between 41.0 and 41.4?,Election outcome (all sectors),2024-09-08,20,23,17.784246575342465,584.0,10,2024-09-12 11:59:00+08:00,1186
538APPROVE-24SEP11-B41.2,Will the President's approval rating on 538 be between 41.0 and 41.4?,Election outcome (all sectors),2024-09-09,24,21,21.583333333333332,60.0,4,2024-09-12 11:59:00+08:00,1186
538APPROVE-24SEP11-B41.2,Will the President's approval rating on 538 be between 41.0 and 41.4?,Election outcome (all sectors),2024-09-10,21,20,17.588850174216027,287.0,11,2024-09-12 11:59:00+08:00,1186
538APPROVE-24SEP11-B41.2,Will the President's approval rating on 538 be between 41.0 and 41.4?,Election outcome (all sectors),2024-09-11,21,9,11.4375,64.0,5,2024-09-12 11:59:00+08:00,1186
538APPROVE-24SEP11-T39.5,Will the President's approval rating on 538 be below 39.5?,Election outcome (all sectors),2024-09-05,7,7,5.0,500.0,2,2024-09-12 11:59:00+08:00,2439
538APPROVE-24SEP11-T39.5,Will the President's approval rating on 538 be below 39.5?,Election outcome (all sectors),2024-09-07,5,5,4.330232558139535,215.0,5,2024-09-12 11:59:00+08:00,2439
538APPROVE-24SEP11-T39.5,Will the President's approval rating on 538 be below 39.5?,Election outcome (all sectors),2024-09-08,4,4,4.0,16.0,2,2024-09-12 11:59:00+08:00,2439
538APPROVE-24SEP11-T39.5,Will the President's approval rating on 538 be below 39.5?,Election outcome (all sectors),2024-09-09,4,4,4.0,46.0,2,2024-09-12 11:59:00+08:00,2439
538APPROVE-24SEP11-T39.5,Will the President's approval rating on 538 be below 39.5?,Election outcome (all sectors),2024-09-10,2,3,5.847846012832264,1091.0,17,2024-09-12 11:59:00+08:00,2439
538APPROVE-24SEP11-T39.5,Will the President's approval rating on 538 be below 39.5?,Election outcome (all sectors),2024-09-11,13,1,7.257443082311734,571.0,6,2024-09-12 11:59:00+08:00,2439
538APPROVE-24SEP18-B39.0,Will the President's approval rating on 538 be between 38.8 and 39.2?,Election outcome (all sectors),2024-09-12,5,5,5.0,15.0,1,2024-09-19 11:59:00+08:00,1275
538APPROVE-24SEP18-B39.0,Will the President's approval rating on 538 be between 38.8 and 39.2?,Election outcome (all sectors),2024-09-15,3,3,3.0,48.0,2,2024-09-19 11:59:00+08:00,1275
538APPROVE-24SEP18-B39.0,Will the President's approval rating on 538 be between 38.8 and 39.2?,Election outcome (all sectors),2024-09-16,7,7,5.422802850356295,842.0,11,2024-09-19 11:59:00+08:00,1275
538APPROVE-24SEP18-B39.0,Will the President's approval rating on 538 be between 38.8 and 39.2?,Election outcome (all sectors),2024-09-18,5,6,5.313513513513514,370.0,18,2024-09-19 11:59:00+08:00,1275
538APPROVE-24SEP18-B39.5,Will the President's approval rating on 538 be between 39.3 and 39.7?,Election outcome (all sectors),2024-09-14,5,9,6.612244897959184,784.0,5,2024-09-19 11:59:00+08:00,2583
538APPROVE-24SEP18-B39.5,Will the President's approval rating on 538 be between 39.3 and 39.7?,Election outcome (all sectors),2024-09-15,12,24,16.333333333333332,627.0,10,2024-09-19 11:59:00+08:00,2583
538APPROVE-24SEP18-B39.5,Will the President's approval rating on 538 be between 39.3 and 39.7?,Election outcome (all sectors),2024-09-16,26,26,26.677083333333332,96.0,6,2024-09-19 11:59:00+08:00,2583
538APPROVE-24SEP18-B39.5,Will the President's approval rating on 538 be between 39.3 and 39.7?,Election outcome (all sectors),2024-09-17,32,36,34.16916488222698,467.0,17,2024-09-19 11:59:00+08:00,2583
538APPROVE-24SEP18-B39.5,Will the President's approval rating on 538 be between 39.3 and 39.7?,Election outcome (all sectors),2024-09-18,32,84,61.02337228714524,599.0,26,2024-09-19 11:59:00+08:00,2583
538APPROVE-24SEP18-B39.5,Will the President's approval rating on 538 be between 39.3 and 39.7?,Election outcome (all sectors),2024-09-19,97,97,97.0,10.0,1,2024-09-19 11:59:00+08:00,2583
538APPROVE-24SEP18-B40.0,Will the President's approval rating on 538 be between 39.8 and 40.2?,Election outcome (all sectors),2024-09-12,14,14,14.873873873873874,222.0,2,2024-09-19 11:59:00+08:00,3346
538APPROVE-24SEP18-B40.0,Will the President's approval rating on 538 be between 39.8 and 40.2?,Election outcome (all sectors),2024-09-13,15,15,14.10179640718563,334.0,3,2024-09-19 11:59:00+08:00,3346
538APPROVE-24SEP18-B40.0,Will the President's approval rating on 538 be between 39.8 and 40.2?,Election outcome (all sectors),2024-09-14,14,33,22.293436293436294,777.0,10,2024-09-19 11:59:00+08:00,3346
