date,ts_et,implied_p_A_sign_equal,implied_p_B_beta_weighted,implied_p_C_min_variance
2024-10-04,2024-10-04 10:27:00,0.5700102629320609,0.4600196421102394,0.9006974367343803
2024-10-04,2024-10-04 10:28:00,0.5733376078754737,0.4637661846159107,0.882411901840501
2024-10-04,2024-10-04 10:29:00,0.5631329381072491,0.460270671092034,0.8883821866073951
2024-10-04,2024-10-04 10:30:00,0.5652090223267283,0.460012613973309,0.9033771389570944
2024-10-04,2024-10-04 10:31:00,0.5377949202661702,0.4520629755542223,0.9346452789264106
2024-10-04,2024-10-04 10:32:00,0.5452139894181189,0.4576926601499202,0.904719487531369
2024-10-04,2024-10-04 10:33:00,0.5371919687624066,0.45264752483196924,0.9418248030231495
2024-10-04,2024-10-04 10:34:00,0.5075088742188274,0.4412816476262053,0.9378388417896357
2024-10-04,2024-10-04 10:35:00,0.5067242151093256,0.44014601339243575,0.937065753747501
2024-10-04,2024-10-04 10:36:00,0.5159436170832741,0.4451566340128911,0.8725749886060736
2024-10-04,2024-10-04 10:37:00,0.5166253555118507,0.44851795908019315,0.8321300096889794
2024-10-04,2024-10-04 10:38:00,0.5200219709630871,0.44969708414618664,0.8348854282534235
2024-10-04,2024-10-04 10:39:00,0.5270729793534568,0.4546082528867939,0.7981295942317633
2024-10-04,2024-10-04 10:40:00,0.524843182076876,0.45402072460314163,0.7796261519667576
2024-10-04,2024-10-04 10:41:00,0.5424107879569309,0.46377455452880284,0.7322233664935465
2024-10-04,2024-10-04 10:42:00,0.5273974830985675,0.46192011459049875,0.70343808216315
2024-10-04,2024-10-04 10:43:00,0.5302581022973929,0.45614244763999856,0.7441207142580246
2024-10-04,2024-10-04 10:44:00,0.5287770743943349,0.45270292900934245,0.7726470182042484
2024-10-04,2024-10-04 10:45:00,0.512715509215668,0.44664604824278453,0.7716394329546474
2024-10-04,2024-10-04 10:46:00,0.5051110125044505,0.4418916861970535,0.7900999617302383
2024-10-04,2024-10-04 10:47:00,0.52061083451073,0.4456962827828652,0.7929174049240283
2024-10-04,2024-10-04 10:48:00,0.5340398613735099,0.45081631376072884,0.7714356409517561
2024-10-04,2024-10-04 10:49:00,0.5257558458674123,0.4497818658111666,0.7712517976347629
2024-10-04,2024-10-04 10:50:00,0.5316968840252027,0.45382045249762515,0.7224133848178872
2024-10-04,2024-10-04 10:51:00,0.5103779732202883,0.44813101424119983,0.7118454645519829
2024-10-04,2024-10-04 10:52:00,0.48803316843006944,0.4387209670158655,0.717119391539496
2024-10-04,2024-10-04 10:53:00,0.5010516389296088,0.4435293420879207,0.7217120550429277
2024-10-04,2024-10-04 10:54:00,0.5046431809896885,0.4467692493678128,0.7142146760508281
2024-10-04,2024-10-04 10:55:00,0.5137334955360293,0.44555130157790507,0.7621761066976904
2024-10-04,2024-10-04 10:56:00,0.5012172402638304,0.44264526405287374,0.7620634474542817
2024-10-04,2024-10-04 10:57:00,0.503028032141013,0.4449877295743376,0.7518270258731696
2024-10-04,2024-10-04 10:58:00,0.5067583250136443,0.4461335795830452,0.7412624225620001
2024-10-04,2024-10-04 10:59:00,0.5077558137576392,0.4475649146335402,0.7493329907042654
2024-10-04,2024-10-04 11:00:00,0.5064744598118546,0.4477215356347143,0.7330542462589844
2024-10-04,2024-10-04 11:01:00,0.49555473223747193,0.445061185393438,0.7339051052923782
2024-10-04,2024-10-04 11:02:00,0.487860469369375,0.4478771578386861,0.7506504292429537
2024-10-04,2024-10-04 11:03:00,0.4908724701199568,0.4519366033729729,0.733257601493394
2024-10-04,2024-10-04 11:04:00,0.48970230503595863,0.45154820193576023,0.7429276906816075
2024-10-04,2024-10-04 11:05:00,0.5016870054850444,0.4557170738113467,0.735903883545852
2024-10-04,2024-10-04 11:06:00,0.5221824322849047,0.4681856965879902,0.657283538735535
2024-10-04,2024-10-04 11:07:00,0.5305390225938941,0.4715610841058264,0.6796276859238628
2024-10-04,2024-10-04 11:08:00,0.5323584241184037,0.4729348055575601,0.6760427531539965
2024-10-04,2024-10-04 11:09:00,0.5447521727410972,0.47321903459254144,0.7011286636850702
2024-10-04,2024-10-04 11:10:00,0.5521410478716311,0.4748448370265798,0.7148065444040625
2024-10-04,2024-10-04 11:11:00,0.5532325946204731,0.475877429888675,0.7274616713360742
2024-10-04,2024-10-04 11:12:00,0.5554377169682265,0.47640258489082504,0.7483865280953597
2024-10-04,2024-10-04 11:13:00,0.5536162425520776,0.4751101453292686,0.7680969180836764
2024-10-04,2024-10-04 11:14:00,0.5567288190696,0.47353288293857326,0.8106612164595965
2024-10-04,2024-10-04 11:15:00,0.5624721227625142,0.4736636899964839,0.8273458952824224
2024-10-04,2024-10-04 11:16:00,0.5681007633851597,0.47532453567055727,0.8397909547986107
2024-10-04,2024-10-04 11:17:00,0.5558951244542185,0.4729311238107269,0.8391349321154793
2024-10-04,2024-10-04 11:18:00,0.55275203365898,0.47198453041482125,0.8350981052372068
2024-10-04,2024-10-04 11:19:00,0.5470079157420766,0.47022777674745536,0.8308703259822574
2024-10-04,2024-10-04 11:20:00,0.5394806527602214,0.46651181115862916,0.8260277689500437
2024-10-04,2024-10-04 11:21:00,0.5418703127143175,0.46310897804250895,0.8743336303367741
2024-10-04,2024-10-04 11:22:00,0.5354574993719347,0.46172761935356543,0.8596688613057577
2024-10-04,2024-10-04 11:23:00,0.5402902546576581,0.45654719851058634,0.9280044911189845
2024-10-04,2024-10-04 11:24:00,0.5305133782764044,0.4543625604072673,0.9242296470792726
2024-10-04,2024-10-04 11:25:00,0.5240237990470595,0.4507419223472538,0.9397244544551936
2024-10-04,2024-10-04 11:26:00,0.5251547025120256,0.4511781294888955,0.9421885307189277
2024-10-04,2024-10-04 11:27:00,0.5250752254242131,0.45046888683632624,0.954675851460804
2024-10-04,2024-10-04 11:28:00,0.5329204266354302,0.4530247002889654,0.941995292996495
2024-10-04,2024-10-04 11:29:00,0.5320259384322749,0.45060873130414597,0.9720971926989621
2024-10-04,2024-10-04 11:30:00,0.5240994961147101,0.44586558247761005,0.9895896223553606
2024-10-04,2024-10-04 11:31:00,0.5355872827186242,0.44697080583719306,0.9995345089198822
2024-10-04,2024-10-04 11:32:00,0.5405695493354755,0.44954257672523135,0.9807694737449268
2024-10-04,2024-10-04 11:33:00,0.5533536201557513,0.4535508254028706,0.9872424702017863
2024-10-04,2024-10-04 11:34:00,0.5526484199857877,0.44866832873020585,1.022162512951323
2024-10-04,2024-10-04 11:35:00,0.5529207281556829,0.45059118377302415,0.9972304705904131
2024-10-04,2024-10-04 11:36:00,0.5509996140745322,0.4515877722724167,0.9810313150699277
2024-10-04,2024-10-04 11:37:00,0.5568867381985103,0.45216991370439674,0.9878104766174856
2024-10-04,2024-10-04 11:38:00,0.5495058179595097,0.44823964496109925,1.012469348951907
2024-10-04,2024-10-04 11:39:00,0.5323783895022334,0.44142822308811414,1.056482200062756
2024-10-04,2024-10-04 11:40:00,0.5387262077531288,0.439488620854117,1.0876225204538483
2024-10-04,2024-10-04 11:41:00,0.5351561109617617,0.43928735164403,1.096005971037176
2024-10-04,2024-10-04 11:42:00,0.5210083828586654,0.43395848995294195,1.1132481505786174
2024-10-04,2024-10-04 11:43:00,0.5212012033877175,0.4365980330288511,1.0679996664096436
2024-10-04,2024-10-04 11:44:00,0.5313479392888327,0.43987652067793975,1.0768608561395343
2024-10-04,2024-10-04 11:45:00,0.5303703576544769,0.4379124345535536,1.0950971515984393
2024-10-04,2024-10-04 11:46:00,0.5350921310555912,0.43857751732576455,1.0868462703876152
2024-10-04,2024-10-04 11:47:00,0.5310594979882332,0.436967699842319,1.096559726373663
2024-10-04,2024-10-04 11:48:00,0.5244357021311712,0.4346080685210071,1.1123783463585681
2024-10-04,2024-10-04 11:49:00,0.5311815712874804,0.43655956501796805,1.1131551839715128
2024-10-04,2024-10-04 11:50:00,0.5350104685413091,0.4361090072556595,1.1247046375279284
2024-10-04,2024-10-04 11:51:00,0.5243978316843709,0.4310394792003914,1.155407773949997
2024-10-04,2024-10-04 11:52:00,0.507701578741328,0.429484234943886,1.1333781373627598
2024-10-04,2024-10-04 11:53:00,0.4970849969782864,0.42892849361623425,1.119572089211085
2024-10-04,2024-10-04 11:54:00,0.4849738548661063,0.4238206508840832,1.1363564393604249
2024-10-04,2024-10-04 11:55:00,0.4812815693670311,0.42056389895532076,1.1494618449457752
2024-10-04,2024-10-04 11:56:00,0.4755544219841646,0.4207447465280894,1.1256079593782549
2024-10-04,2024-10-04 11:57:00,0.4661915293410668,0.42076357905031914,1.0907246579637802
2024-10-04,2024-10-04 11:58:00,0.4741338576299172,0.422183587504344,1.0949960515480694
2024-10-04,2024-10-04 11:59:00,0.46706996491085806,0.418005619304147,1.1264491504167848
2024-10-04,2024-10-04 12:00:00,0.473205810458364,0.42250347219312917,1.1044053254220676
2024-10-04,2024-10-04 12:01:00,0.47738181543983643,0.427721530515505,1.0709648009895711
2024-10-04,2024-10-04 12:02:00,0.475291997374212,0.4290201229268367,1.0523918355177724
2024-10-04,2024-10-04 12:03:00,0.4754444314847528,0.4297483500254068,1.025702102108291
2024-10-04,2024-10-04 12:04:00,0.48809631592974073,0.4345596775783504,1.0087915970085937
2024-10-04,2024-10-04 12:05:00,0.4922643458996968,0.4369999102675057,1.0006199944927106
2024-10-04,2024-10-04 12:06:00,0.4938156178980345,0.4330772054718429,1.0254468269714923
2024-10-04,2024-10-04 12:07:00,0.4905817506934818,0.4307506601085466,1.034249299407676
2024-10-04,2024-10-04 12:08:00,0.4975466385444864,0.43596518170569143,1.0120769518459478
2024-10-04,2024-10-04 12:09:00,0.5004745284700197,0.43829326648184425,0.9912566028702559
2024-10-04,2024-10-04 12:10:00,0.51541886675049,0.4450329013595109,0.9715292912761835
2024-10-04,2024-10-04 12:11:00,0.5293021205417829,0.44981303718515714,0.9438745251322417
2024-10-04,2024-10-04 12:12:00,0.5340421855659322,0.4513452668810838,0.9398226778075636
2024-10-04,2024-10-04 12:13:00,0.5388270280056062,0.45369813031813416,0.92450515323784
2024-10-04,2024-10-04 12:14:00,0.5458927619805971,0.45604723333507574,0.901085659244677
2024-10-04,2024-10-04 12:15:00,0.5556563838272285,0.4602822865443304,0.8882501960858689
2024-10-04,2024-10-04 12:16:00,0.5584231741067679,0.4632000408047981,0.8679299220405858
2024-10-04,2024-10-04 12:17:00,0.5555695726547466,0.4614791123311224,0.8707998851429405
2024-10-04,2024-10-04 12:18:00,0.5532881418699511,0.4623154926500562,0.8688257296977449
2024-10-04,2024-10-04 12:19:00,0.5538035260703438,0.46277185935509896,0.8591709458317491
2024-10-04,2024-10-04 12:20:00,0.5571652112755443,0.46564112786084666,0.8435416541406223
2024-10-04,2024-10-04 12:21:00,0.5544380326190578,0.46466728442789906,0.8523724917552782
2024-10-04,2024-10-04 12:22:00,0.5509158545465817,0.46530796781509876,0.8342424895588092
2024-10-04,2024-10-04 12:23:00,0.5722273256726524,0.47427572796981027,0.804520890348103
2024-10-04,2024-10-04 12:24:00,0.5754360748830416,0.47602961078759387,0.7811155646003518
2024-10-04,2024-10-04 12:25:00,0.5833365682279404,0.47859002863499805,0.786991556125345
2024-10-04,2024-10-04 12:26:00,0.5858480681605077,0.481473779055447,0.7719003641231189
2024-10-04,2024-10-04 12:27:00,0.5765599182004258,0.4777532497798429,0.7942106933097841
2024-10-04,2024-10-04 12:28:00,0.5716746194890661,0.47960488377756383,0.7817398143168579
2024-10-04,2024-10-04 12:29:00,0.5760545296292465,0.4786370489886155,0.7903831315460028
2024-10-04,2024-10-04 12:30:00,0.5767534735501681,0.478127446537367,0.7827431387503484
2024-10-04,2024-10-04 12:31:00,0.568402766745281,0.4747367550284615,0.7844689386096171
2024-10-04,2024-10-04 12:32:00,0.5645738162872819,0.47530557069058155,0.7859148591604647
2024-10-04,2024-10-04 12:33:00,0.562862175526685,0.4767690301496756,0.7727993832603574
2024-10-04,2024-10-04 12:34:00,0.5654509274295592,0.4770409397578972,0.7721813488773395
2024-10-04,2024-10-04 12:35:00,0.5684044604600513,0.47712142325351525,0.7832020146227887
2024-10-04,2024-10-04 12:36:00,0.560361560886454,0.4730988765234762,0.7915030419755524
2024-10-04,2024-10-04 12:37:00,0.5535942052594954,0.473135316479834,0.7719577521168064
2024-10-04,2024-10-04 12:38:00,0.5521500941729961,0.4757420668650202,0.768637764565633
2024-10-04,2024-10-04 12:39:00,0.5516925512677064,0.47441843205783196,0.765511867408154
2024-10-04,2024-10-04 12:40:00,0.5308847649442636,0.4641682152859783,0.8239534844612011
2024-10-04,2024-10-04 12:41:00,0.5304281217046205,0.4650664122573979,0.8214028820837418
2024-10-04,2024-10-04 12:42:00,0.5334815209646833,0.46575390145349205,0.8121826823364111
2024-10-04,2024-10-04 12:43:00,0.5326097582709677,0.46280923639725396,0.8220483073506611
2024-10-04,2024-10-04 12:44:00,0.5227831476633144,0.4590769068291421,0.8486993759559103
2024-10-04,2024-10-04 12:45:00,0.5188325440707997,0.4591164373050221,0.8434264940322487
2024-10-04,2024-10-04 12:46:00,0.5145255575077984,0.4586365669161207,0.8318646393061728
2024-10-04,2024-10-04 12:47:00,0.5056033450598781,0.4538012775796783,0.8505119504325189
2024-10-04,2024-10-04 12:48:00,0.5071470003776822,0.45375329742411274,0.8487561358495692
2024-10-04,2024-10-04 12:49:00,0.5110561622660269,0.4574706781145556,0.8181302339933653
2024-10-04,2024-10-04 12:50:00,0.5110825829967485,0.4587684011376188,0.8089606113526369
2024-10-04,2024-10-04 12:51:00,0.5105442462978204,0.458374303551514,0.8155314769311547
2024-10-04,2024-10-04 12:52:00,0.5294589740016875,0.4665350618600953,0.7773793159953655
2024-10-04,2024-10-04 12:53:00,0.537207062946621,0.4701294870953809,0.7645169792208799
2024-10-04,2024-10-04 12:54:00,0.5339875890688737,0.4702411396096392,0.7522888880647325
2024-10-04,2024-10-04 12:55:00,0.5324043813300394,0.46854768831579086,0.76827252183288
2024-10-04,2024-10-04 12:56:00,0.5342286138275366,0.46843718127201667,0.7665794455791357
2024-10-04,2024-10-04 12:57:00,0.5336539299986486,0.4702322357381725,0.7502699881839368
2024-10-04,2024-10-04 12:58:00,0.5361228315104976,0.47097720602792437,0.7563190057535208
2024-10-04,2024-10-04 12:59:00,0.5364220630900955,0.4694239504047862,0.78140563079101
2024-10-04,2024-10-04 13:00:00,0.5384919230924498,0.46969464618146983,0.7884452440588338
2024-10-04,2024-10-04 13:01:00,0.5438682337232995,0.4710705728316251,0.7849775580880753
2024-10-04,2024-10-04 13:02:00,0.5459497687631317,0.4724302655853541,0.7743785358384729
2024-10-04,2024-10-04 13:03:00,0.5548473905292948,0.475717426410813,0.7711853986906623
2024-10-04,2024-10-04 13:04:00,0.5647721747536892,0.48122799380213466,0.7380565823896672
2024-10-04,2024-10-04 13:05:00,0.5735457870339553,0.4848537504631496,0.7061949921727957
2024-10-04,2024-10-04 13:06:00,0.5835169427185116,0.4876063153888205,0.6815133769267876
2024-10-04,2024-10-04 13:07:00,0.5754304109762308,0.48404192297288917,0.6895378384703159
2024-10-04,2024-10-04 13:08:00,0.561452436378077,0.478988649430604,0.7257627205158668
2024-10-04,2024-10-04 13:09:00,0.5607632446111832,0.4778959187287087,0.7121563901759748
2024-10-04,2024-10-04 13:10:00,0.5594456373820279,0.47754004046788695,0.7115821116433102
2024-10-04,2024-10-04 13:11:00,0.5710276996683048,0.48219224158125495,0.685335272907759
2024-10-04,2024-10-04 13:12:00,0.5753637646275339,0.48165589797140473,0.7024332757755857
2024-10-04,2024-10-04 13:13:00,0.571765092527179,0.47982571368159344,0.7164184994083411
2024-10-04,2024-10-04 13:14:00,0.5701244408646462,0.4798399101690477,0.7146825359786182
2024-10-04,2024-10-04 13:15:00,0.5702284505141504,0.4807762515799412,0.6970274689485425
2024-10-04,2024-10-04 13:16:00,0.5627744234459096,0.48019497372277353,0.684476513708731
2024-10-04,2024-10-04 13:17:00,0.5650762437386679,0.4827729418486564,0.6730851956114572
2024-10-04,2024-10-04 13:18:00,0.5612736844473887,0.4813958702052826,0.6700579071477485
2024-10-04,2024-10-04 13:19:00,0.5636020307743107,0.48447130997333576,0.6656827105584047
2024-10-04,2024-10-04 13:20:00,0.5638846017270265,0.48212912434657035,0.6939184633800703
2024-10-04,2024-10-04 13:21:00,0.5707413621288322,0.48534026043968864,0.6772275630739167
2024-10-04,2024-10-04 13:22:00,0.5830048658843818,0.4897096873898398,0.6745700310439371
2024-10-04,2024-10-04 13:23:00,0.580743234265296,0.48893374967937847,0.6809633066452141
2024-10-04,2024-10-04 13:24:00,0.5892972559798364,0.4932721814447795,0.6657610553804651
2024-10-04,2024-10-04 13:25:00,0.599138190651719,0.49871084512305675,0.6442800933340747
2024-10-04,2024-10-04 13:26:00,0.5973789318579172,0.4996496094134414,0.6467990735240542
2024-10-04,2024-10-04 13:27:00,0.592675498036204,0.4966909749962026,0.6761318579018574
2024-10-04,2024-10-04 13:28:00,0.5943361263235468,0.4967368691974756,0.6842941631976277
2024-10-04,2024-10-04 13:29:00,0.600225220280973,0.4990430121482398,0.6631486831618167
2024-10-04,2024-10-04 13:30:00,0.5970682556815711,0.49694782215664973,0.6841024802343114
2024-10-04,2024-10-04 13:31:00,0.5923461550164318,0.49253110690827345,0.6992219735309169
2024-10-04,2024-10-04 13:32:00,0.5890144993782487,0.49176777330505844,0.6886464850422661
2024-10-04,2024-10-04 13:33:00,0.5806118416471282,0.4898384271515722,0.6827342587031038
2024-10-04,2024-10-04 13:34:00,0.5747656061069966,0.4865203107464734,0.7075143688171543
2024-10-04,2024-10-04 13:35:00,0.5641055336937283,0.4814245152302329,0.7376966567101191
2024-10-04,2024-10-04 13:36:00,0.5573884190916815,0.47700245253348356,0.7665346155980428
2024-10-04,2024-10-04 13:37:00,0.5576981803785155,0.47690256252765495,0.7688979294471175
2024-10-04,2024-10-04 13:38:00,0.5559670550749934,0.4764005344871892,0.7854411386074569
2024-10-04,2024-10-04 13:39:00,0.5598646724251024,0.47722480583012594,0.8030057989351389
2024-10-04,2024-10-04 13:40:00,0.5523308467084058,0.47521413127118767,0.7986150502806468
2024-10-04,2024-10-04 13:41:00,0.5448824187568064,0.47262342345213876,0.8085626886830717
2024-10-04,2024-10-04 13:42:00,0.535796107421811,0.468316372870607,0.8272756098154493
2024-10-04,2024-10-04 13:43:00,0.5333673901709776,0.4680501111874393,0.8365607833255001
2024-10-04,2024-10-04 13:44:00,0.5315182834003982,0.46979547874146455,0.8146307708459568
2024-10-04,2024-10-04 13:45:00,0.5326710493537811,0.47230326008947543,0.8073685771672159
2024-10-04,2024-10-04 13:46:00,0.5263535546679277,0.4680254456794257,0.8389636529144946
2024-10-04,2024-10-04 13:47:00,0.5210778848264372,0.4662569379837986,0.8507971999443895
2024-10-04,2024-10-04 13:48:00,0.5281700354249512,0.47064350348421385,0.8191174941298309
2024-10-04,2024-10-04 13:49:00,0.5312719230821363,0.4724173308957257,0.8169113039625873
2024-10-04,2024-10-04 13:50:00,0.5295326355205532,0.4701401573012218,0.8438913700744477
2024-10-04,2024-10-04 13:51:00,0.5284914772065349,0.4703199048923488,0.8423883151114435
2024-10-04,2024-10-04 13:52:00,0.5429479331072928,0.475853266759726,0.820730751264411
2024-10-04,2024-10-04 13:53:00,0.5461940357969788,0.47556283173146513,0.8409847444643421
2024-10-04,2024-10-04 13:54:00,0.5562885311707823,0.4787609025685164,0.8151625511995733
2024-10-04,2024-10-04 13:55:00,0.5621705937637518,0.48204205603348127,0.7930990814550312
2024-10-04,2024-10-04 13:56:00,0.5593129814010804,0.48159718402625606,0.7982353007225638
2024-10-04,2024-10-04 13:57:00,0.5542545808548829,0.4778344966077106,0.8032693984323173
2024-10-04,2024-10-04 13:58:00,0.5549955735323908,0.4778772038246594,0.7989836596364536
2024-10-04,2024-10-04 13:59:00,0.5459589012251937,0.47275028816208936,0.8243056546743819
2024-10-04,2024-10-04 14:00:00,0.5469917178158388,0.4751272327740211,0.820832671559095
2024-10-04,2024-10-04 14:01:00,0.5405372572382043,0.47290536242061426,0.8246587572527676
2024-10-04,2024-10-04 14:02:00,0.5483699399255173,0.47599525455988373,0.8197712002359636
2024-10-04,2024-10-04 14:03:00,0.5595725617233838,0.4806027671219118,0.8092397260614059
2024-10-04,2024-10-04 14:04:00,0.5584710671404743,0.4818787416184725,0.80645724111354
2024-10-04,2024-10-04 14:05:00,0.5526943547708139,0.47945886439850677,0.8357859916060326
2024-10-04,2024-10-04 14:06:00,0.5585618403633533,0.48141850454997137,0.8342714032245138
2024-10-04,2024-10-04 14:07:00,0.5503101799351675,0.4773098551955372,0.851114252967181
2024-10-04,2024-10-04 14:08:00,0.5512725634773854,0.4753965776429183,0.8582461477292084
2024-10-04,2024-10-04 14:09:00,0.5588310247722229,0.47781193482690876,0.8471604782528201
2024-10-04,2024-10-04 14:10:00,0.5479902011363683,0.47352237608091163,0.866851547749625
2024-10-04,2024-10-04 14:11:00,0.5612749541768933,0.47786855315104726,0.858021628976537
2024-10-04,2024-10-04 14:12:00,0.5685942780192754,0.4798386177546664,0.8507781175065137
2024-10-04,2024-10-04 14:13:00,0.5708973001055542,0.4781636801579471,0.8708826803073837
2024-10-04,2024-10-04 14:14:00,0.5799584620082644,0.4803841501196946,0.8777498657027004
2024-10-04,2024-10-04 14:15:00,0.5669464119005104,0.4757842083623966,0.8957917655145116
2024-10-04,2024-10-04 14:16:00,0.5561843296282684,0.4701751436187192,0.9153507795936766
2024-10-04,2024-10-04 14:17:00,0.5590370462685078,0.4729695441470678,0.9041437943970358
2024-10-04,2024-10-04 14:18:00,0.5484431733325127,0.46955119557889907,0.9014322061631841
2024-10-04,2024-10-04 14:19:00,0.5449969587823398,0.46915204636636104,0.9156233379488794
2024-10-04,2024-10-04 14:20:00,0.5505972729218942,0.4712774209108016,0.9201290379258056
2024-10-04,2024-10-04 14:21:00,0.5430834137925121,0.46788066422408064,0.9340606573041754
2024-10-04,2024-10-04 14:22:00,0.5370849593328616,0.46448923865588226,0.9546294370992257
2024-10-04,2024-10-04 14:23:00,0.5131190769337488,0.4551890661583062,0.9837555341022952
2024-10-04,2024-10-04 14:24:00,0.48848828409866907,0.44613278360012254,1.0277561261329944
2024-10-04,2024-10-04 14:25:00,0.48297858867118476,0.4441879481303456,1.024575226444284
2024-10-04,2024-10-04 14:26:00,0.4808248282085437,0.4448578606065987,1.0140496825941185
2024-10-04,2024-10-04 14:27:00,0.4848010932427181,0.44570972235793366,1.0027100586253044
2024-10-04,2024-10-04 14:28:00,0.49407560299252573,0.44780489912140026,1.001050450668064
